At frame 0, truck 1 is located at coordinates [209.89, 640.13] with a bounding box of width 343.59 and height 241.54.
 At frame 50, car 21 is located at coordinates [1418.46, 676.28] with a bounding box of width 311.83 and height 205.27.
 At frame 50, person 25 is located at coordinates [1418.46, 676.28] with a bounding box of width 311.83 and height 205.27.
 At frame 50, car 9 is located at coordinates [1418.46, 676.28] with a bounding box of width 311.83 and height 205.27.
 At frame 50, car 11 is located at coordinates [1418.46, 676.28] with a bounding box of width 311.83 and height 205.27.
 At frame 50, car 43 is located at coordinates [1418.46, 676.28] with a bounding box of width 311.83 and height 205.27.
 At frame 50, car 24 is located at coordinates [1418.46, 676.28] with a bounding box of width 311.83 and height 205.27.
 At frame 50, car 37 is located at coordinates [1418.46, 676.28] with a bounding box of width 311.83 and height 205.27.
 At frame 50, car 27 is located at coordinates [1418.46, 676.28] with a bounding box of width 311.83 and height 205.27.
 At frame 50, person 32 is located at coordinates [1418.46, 676.28] with a bounding box of width 311.83 and height 205.27.
 At frame 51, car 12 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 7 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 6 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 23 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 21 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 8 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, person 25 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 11 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 24 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 9 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 27 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 51, car 37 is located at coordinates [333.29, 682.48] with a bounding box of width 246.29 and height 166.99.
 At frame 52, car 12 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 6 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 7 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 8 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 23 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 21 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, person 25 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 11 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 24 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 37 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 9 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 41 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 52, car 27 is located at coordinates [324.05, 680.81] with a bounding box of width 244.91 and height 169.79.
 At frame 53, car 12 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 

=====================================================

At frame 53, car 6 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 53, car 7 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 53, car 8 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 53, car 23 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 53, car 21 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 53, person 25 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 53, car 11 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 53, car 24 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 53, car 37 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 53, car 41 is located at coordinates [314.79, 680.03] with a bounding box of width 249.23 and height 171.73.
 At frame 54, car 7 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, car 8 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, car 12 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, car 6 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, car 23 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, car 21 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, car 41 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, person 25 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, car 11 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, car 24 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, car 37 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 54, person 32 is located at coordinates [1470.15, 666.85] with a bounding box of width 317.79 and height 228.28.
 At frame 55, car 7 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 8 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 12 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 6 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 23 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 21 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, person 25 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 11 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 24 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 41 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 37 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, person 32 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 55, car 44 is located at coordinates [1486.98, 664.35] with a bounding box of width 316.20 and height 230.44.
 At frame 56, car 12 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, car 7 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, car 8 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, car 6 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, car 23 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, car 21 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, person 25 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, car 11 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, car 24 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, car 37 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, car 41 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 56, person 32 is located at coordinates [287.04, 674.45] with a bounding box of width 251.64 and height 181.31.
 At frame 57, car 7 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, car 12 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, car 8 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 

=====================================================

At frame 57, car 23 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, car 6 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, car 21 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, person 25 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, car 41 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, car 11 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, car 24 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, person 32 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
 At frame 57, car 37 is located at coordinates [1518.21, 664.62] with a bounding box of width 312.99 and height 242.35.
