At frame 0.0, person 1.0 is located at coordinates [605.72, 635.48] with a bounding box of width 36.41 and height 95.03.
 At frame 72.0, person 13.0 is located at coordinates [1242.01, 617.60] with a bounding box of width 24.57 and height 58.67.
 At frame 72.0, person 14.0 is located at coordinates [1085.45, 623.49] with a bounding box of width 14.41 and height 32.59.
 At frame 72.0, person 15.0 is located at coordinates [1257.21, 613.36] with a bounding box of width 23.91 and height 61.09.
 At frame 72.0, person 16.0 is located at coordinates [1456.71, 609.56] with a bounding box of width 30.49 and height 81.30.
 At frame 72.0, person 17.0 is located at coordinates [1476.22, 614.10] with a bounding box of width 28.09 and height 76.50.
 At frame 72.0, person 10.0 is located at coordinates [1293.24, 611.68] with a bounding box of width 21.38 and height 51.46.
 At frame 72.0, person 18.0 is located at coordinates [1547.84, 614.28] with a bounding box of width 40.87 and height 110.09.
 At frame 72.0, person 19.0 is located at coordinates [1609.24, 597.19] with a bounding box of width 64.38 and height 151.64.
 At frame 72.0, person 22.0 is located at coordinates [1655.23, 607.49] with a bounding box of width 53.10 and height 134.52.
 At frame 72.0, person 21.0 is located at coordinates [1127.72, 621.27] with a bounding box of width 20.56 and height 52.69.
 At frame 73.0, person 1.0 is located at coordinates [484.17, 632.70] with a bounding box of width 100.70 and height 197.53.
 At frame 73.0, person 5.0 is located at coordinates [1317.33, 605.71] with a bounding box of width 110.30 and height 252.75.
 At frame 73.0, person 7.0 is located at coordinates [604.56, 637.17] with a bounding box of width 39.69 and height 83.15.
 At frame 73.0, person 8.0 is located at coordinates [1147.56, 617.54] with a bounding box of width 18.00 and height 43.44.
 At frame 73.0, person 11.0 is located at coordinates [257.77, 637.37] with a bounding box of width 30.53 and height 80.25.
 At frame 73.0, person 12.0 is located at coordinates [312.40, 645.93] with a bounding box of width 37.75 and height 87.35.
 At frame 73.0, person 13.0 is located at coordinates [1243.70, 615.89] with a bounding box of width 25.40 and height 60.43.
 At frame 73.0, person 14.0 is located at coordinates [1084.03, 622.86] with a bounding box of width 14.68 and height 33.35.
 At frame 73.0, person 15.0 is located at coordinates [1257.38, 613.77] with a bounding box of width 23.88 and height 60.70.
 At frame 73.0, person 16.0 is located at coordinates [1458.17, 609.22] with a bounding box of width 30.39 and height 81.08.
 At frame 73.0, person 17.0 is located at coordinates [1478.46, 613.20] with a bounding box of width 28.09 and height 76.41.
 At frame 73.0, person 10.0 is located at coordinates [1293.54, 611.20] with a bounding box of width 21.39 and height 51.51.
 At frame 73.0, person 18.0 is located at coordinates [1553.26, 616.31] with a bounding box of width 40.45 and height 108.75.
 At frame 73.0, person 19.0 is located at coordinates [1611.66, 595.31] with a bounding box of width 63.64 and height 151.21.
 At frame 73.0, person 22.0 is located at coordinates [1658.00, 607.94] with a bounding box of width 53.94 and height 137.60.
 At frame 73.0, person 21.0 is located at coordinates [1127.43, 620.73] with a bounding box of width 20.80 and height 53.22.
 At frame 74.0, person 1.0 is located at coordinates [490.11, 626.35] with a bounding box of width 105.78 and height 205.49.
 At frame 74.0, person 5.0 is located at coordinates [1315.23, 603.44] with a bounding box of width 110.15 and height 256.29.
 At frame 74.0, person 7.0 is located at coordinates [605.44, 637.64] with a bounding box of width 39.70 and height 82.27.
 At frame 74.0, person 8.0 is located at coordinates [1147.58, 617.27] with a bounding box of width 17.99 and height 43.47.
 At frame 74.0, person 11.0 is located at coordinates [256.15, 638.26] with a bounding box of width 30.10 and height 79.64.
 At frame 74.0, person 12.0 is located at coordinates [311.26, 645.88] with a bounding box of width 37.63 and height 86.75.
 At frame 74.0, person 13.0 is located at coordinates [1245.64, 615.83] with a bounding box of width 25.35 and height 59.93.
 At frame 74.0, person 14.0 is located at coordinates [1081.65, 622.34] with a bounding box of width 14.97 and height 34.22.
 At frame 74.0, person 15.0 is located at coordinates [1257.78, 615.11] with a bounding box of width 23.16 and height 58.78.
 At frame 74.0, person 16.0 is located at coordinates [1458.68, 609.11] with a bounding box of width 30.35 and height 80.98.
 At frame 74.0, person 17.0 is located at coordinates [1479.73, 613.16] with a bounding box of width 28.30 and height 76.96.
 At frame 74.0, person 10.0 is located at coordinates [1294.20, 611.32] with a bounding box of width 21.39 and height 51.52.
 At frame 74.0, person 18.0 is located at coordinates [1557.39, 616.82] with a bounding box of width 40.47 and height 108.18.
 At frame 74.0, person 19.0 is located at coordinates [1614.51, 593.73] with a bounding box of width 63.95 and height 153.90.
 At frame 74.0, person 22.0 is located at coordinates [1658.65, 605.76] with a bounding box of width 54.91 and height 141.00.
 At frame 74.0, person 21.0 is located at coordinates [1127.47, 620.52] with a bounding box of width 20.57 and height 52.81.
 At frame 75.0, person 1.0 is located at coordinates [495.00, 623.38] with a bounding box of width 109.66 and height 209.60.
 At frame 75.0, person 5.0 is located at coordinates [1313.01, 602.60] with a bounding box of width 109.28 and height 259.29.
 At frame 75.0, person 7.0 is located at coordinates [609.02, 637.80] with a bounding box of width 38.43 and height 80.17.
 At frame 75.0, person 8.0 is located at coordinates [1147.57, 617.47] with a bounding box of width 17.97 and height 43.48.
 At frame 75.0, person 11.0 is located at coordinates [254.79, 639.76] with a bounding box of width 29.26 and height 77.64.
 At frame 75.0, person 12.0 is located at coordinates [310.23, 645.85] with a bounding box of width 37.46 and height 85.91.
 At frame 75.0, person 13.0 is located at coordinates [1246.76, 616.11] with a bounding box of width 25.61 and height 60.31.
 At frame 75.0, person 14.0 is located at coordinates [1080.69, 622.44] with a bounding box of width 15.19 and height 34.54.
 At frame 75.0, person 15.0 is located at coordinates [1258.49, 616.82] with a bounding box of width 21.73 and height 55.07.
 At frame 75.0, person 16.0 is located at coordinates [1460.00, 609.08] with a bounding box of width 30.32 and height 80.93.
 At frame 75.0, person 17.0 is located at coordinates [1480.84, 613.74] with a bounding box of width 28.19 and height 76.59.
 At frame 75.0, person 10.0 is located at coordinates [1294.51, 612.25] with a bounding box of width 21.17 and height 50.94.
 At frame 75.0, person 18.0 is located at coordinates [1562.51, 618.21] with a bounding box of width 40.05 and height 106.76.
 At frame 75.0, person 19.0 is located at coordinates [1616.62, 592.87] with a bounding box of width 64.15 and height 156.03.
 At frame 75.0, person 22.0 is located at coordinates [1660.01, 606.12] with a bounding box of width 54.06 and height 139.83.
 At frame 75.0, person 21.0 is located at coordinates [1127.52, 620.43] with a bounding box of width 20.44 and height 52.63.
 At frame 76.0, person 1.0 is located at coordinates [498.11, 617.65] with a bounding box of width 114.77 and height 215.71.
 At frame 76.0, person 5.0 is located at coordinates [1311.56, 601.44] with a bounding box of width 108.82 and height 263.23.
 At frame 76.0, person 7.0 is located at coordinates [611.21, 636.07] with a bounding box of width 38.56 and height 81.15.
 At frame 76.0, person 8.0 is located at coordinates [1148.07, 617.26] with a bounding box of width 18.12 and height 43.49.
 At frame 76.0, person 11.0 is located at coordinates [253.05, 638.55] with a bounding box of width 29.50 and height 78.62.
 At frame 76.0, person 12.0 is located at coordinates [308.39, 643.48] with a bounding box of width 38.38 and height 87.93.
 At frame 76.0, person 13.0 is located at coordinates [1247.58, 615.06] with a bounding box of width 25.98 and height 61.03.
 At frame 76.0, person 14.0 is located at coordinates [1077.96, 622.19] with a bounding box of width 15.36 and height 35.25.
 At frame 76.0, person 15.0 is located at coordinates [1261.23, 617.47] with a bounding box of width 19.84 and height 50.67.
 At frame 76.0, person 16.0 is located at coordinates [1460.86, 608.50] with a bounding box of width 30.68 and height 82.08.
 At frame 76.0, person 17.0 is located at coordinates [1481.69, 612.50] with a bounding box of width 28.35 and height 77.03.
 At frame 76.0, person 10.0 is located at coordinates [1294.29, 611.73] with a bounding box of width 21.70 and height 51.90.
 At frame 76.0, person 18.0 is located at coordinates [1566.27, 614.90] with a bounding box of width 41.75 and height 110.32.
 At frame 76.0, person 19.0 is located at coordinates [1619.14, 591.12] with a bounding box of width 64.08 and height 157.95.
 At frame 76.0, person 22.0 is located at coordinates [1661.63, 606.58] with a bounding box of width 52.55 and height 136.27.
 At frame 76.0, person 21.0 is located at coordinates [1127.48, 620.40] with a bounding box of width 20.48 and height 52.56.
 At frame 77.0, person 1.0 is located at coordinates [503.42, 613.47] with a bounding box of width 119.10 and height 220.28.
 At frame 77.0, person 5.0 is located at coordinates [1309.31, 601.02] with a bounding box of width 108.47 and height 266.95.
 At frame 77.0, person 7.0 is located at coordinates [612.88, 634.83] with a bounding box of width 38.58 and height 82.10.
 At frame 77.0, person 8.0 is located at coordinates [1148.50, 617.49] with a bounding box of width 17.67 and height 42.32.
 At frame 77.0, person 11.0 is located at coordinates [251.04, 638.67] with a bounding box of width 29.52 and height 78.99.
 At frame 77.0, person 12.0 is located at coordinates [307.52, 644.33] with a bounding box of width 37.44 and height 85.77.
 At frame 77.0, person 13.0 is located at coordinates [1248.20, 613.79] with a bounding box of width 26.57 and height 62.45.
 At frame 77.0, person 14.0 is located at coordinates [1077.55, 622.10] with a bounding box of width 15.36 and height 35.51.
 At frame 77.0, person 16.0 is located at coordinates [1461.16, 607.71] with a bounding box of width 30.78 and height 82.51.
 At frame 77.0, person 17.0 is located at coordinates [1482.83, 613.80] with a bounding box of width 27.86 and height 75.44.
 At frame 77.0, person 10.0 is located at coordinates [1295.42, 612.12] with a bounding box of width 21.75 and height 51.67.
 At frame 77.0, person 18.0 is located at coordinates [1570.08, 613.68] with a bounding box of width 43.13 and height 112.79.
 At frame 77.0, person 19.0 is located at coordinates [1621.14, 589.90] with a bounding box of width 64.12 and height 159.78.
 At frame 77.0, person 22.0 is located at coordinates [1663.57, 606.48] with a bounding box of width 52.73 and height 137.77.
 At frame 77.0, person 21.0 is located at coordinates [1128.12, 620.68] with a bounding box of width 20.40 and height 52.52.
 At frame 78.0, person 1.0 is located at coordinates [509.40, 607.59] with a bounding box of width 124.10 and height 227.11.
 At frame 78.0, person 5.0 is located at coordinates [1306.60, 600.89] with a bounding box of width 108.46 and height 271.16.
 At frame 78.0, person 7.0 is located at coordinates [613.29, 630.85] with a bounding box of width 40.10 and height 86.56.
 At frame 78.0, person 8.0 is located at coordinates [1148.53, 617.88] with a bounding box of width 17.73 and height 42.47.
 At frame 78.0, person 11.0 is located at coordinates [249.38, 639.58] with a bounding box of width 29.42 and height 79.11.
 At frame 78.0, person 12.0 is located at coordinates [307.07, 645.55] with a bounding box of width 36.89 and height 84.32.
 At frame 78.0, person 13.0 is located at coordinates [1249.55, 613.32] with a bounding box of width 26.78 and height 62.99.
 At frame 78.0, person 14.0 is located at coordinates [1077.45, 622.08] with a bounding box of width 15.29 and height 35.60.
 At frame 78.0, person 16.0 is located at coordinates [1461.83, 607.13] with a bounding box of width 30.78 and height 82.66.
 At frame 78.0, person 17.0 is located at coordinates [1482.99, 613.42] with a bounding box of width 28.09 and height 76.02.
 At frame 78.0, person 10.0 is located at coordinates [1296.15, 611.39] with a bounding box of width 22.27 and height 52.75.
 At frame 78.0, person 18.0 is located at coordinates [1574.27, 614.68] with a bounding box of width 43.67 and height 112.56.
 At frame 78.0, person 19.0 is located at coordinates [1623.94, 590.04] with a bounding box of width 63.36 and height 159.85.
