At frame 0.0, person 1.0 is located at coordinates [1238.68, 371.25] with a bounding box of width 21.32 and height 53.88.
 At frame 460.0, person 20.0 is located at coordinates [920.42, 380.91] with a bounding box of width 21.25 and height 53.76.
 At frame 460.0, person 21.0 is located at coordinates [962.27, 376.30] with a bounding box of width 24.38 and height 61.23.
 At frame 460.0, person 22.0 is located at coordinates [868.49, 384.35] with a bounding box of width 17.23 and height 45.65.
 At frame 460.0, person 24.0 is located at coordinates [1043.14, 376.87] with a bounding box of width 24.20 and height 66.91.
 At frame 460.0, person 26.0 is located at coordinates [1061.38, 380.79] with a bounding box of width 22.64 and height 63.60.
 At frame 460.0, person 27.0 is located at coordinates [848.30, 383.79] with a bounding box of width 16.10 and height 40.98.
 At frame 460.0, person 29.0 is located at coordinates [833.20, 383.94] with a bounding box of width 15.38 and height 39.45.
 At frame 460.0, person 33.0 is located at coordinates [183.52, 379.46] with a bounding box of width 20.13 and height 48.97.
 At frame 461.0, person 19.0 is located at coordinates [939.39, 372.70] with a bounding box of width 24.70 and height 64.92.
 At frame 461.0, person 20.0 is located at coordinates [923.40, 380.91] with a bounding box of width 21.34 and height 53.99.
 At frame 461.0, person 21.0 is located at coordinates [965.32, 376.38] with a bounding box of width 24.70 and height 62.00.
 At frame 461.0, person 22.0 is located at coordinates [870.10, 384.98] with a bounding box of width 17.58 and height 46.91.
 At frame 461.0, person 24.0 is located at coordinates [1048.79, 376.80] with a bounding box of width 25.16 and height 69.42.
 At frame 461.0, person 26.0 is located at coordinates [1066.78, 380.86] with a bounding box of width 22.78 and height 63.70.
 At frame 461.0, person 27.0 is located at coordinates [851.03, 384.05] with a bounding box of width 16.56 and height 42.20.
 At frame 461.0, person 29.0 is located at coordinates [834.75, 384.08] with a bounding box of width 15.81 and height 40.09.
 At frame 461.0, person 33.0 is located at coordinates [176.75, 379.42] with a bounding box of width 20.87 and height 50.80.
 At frame 462.0, person 19.0 is located at coordinates [939.69, 373.15] with a bounding box of width 24.74 and height 65.30.
 At frame 462.0, person 20.0 is located at coordinates [923.89, 380.14] with a bounding box of width 21.89 and height 55.61.
 At frame 462.0, person 21.0 is located at coordinates [965.92, 375.45] with a bounding box of width 25.20 and height 63.06.
 At frame 462.0, person 22.0 is located at coordinates [870.26, 384.85] with a bounding box of width 17.87 and height 47.38.
 At frame 462.0, person 24.0 is located at coordinates [1051.78, 375.82] with a bounding box of width 26.02 and height 71.51.
 At frame 462.0, person 26.0 is located at coordinates [1073.61, 380.89] with a bounding box of width 23.22 and height 64.48.
 At frame 462.0, person 27.0 is located at coordinates [852.50, 383.57] with a bounding box of width 16.57 and height 41.87.
 At frame 462.0, person 29.0 is located at coordinates [834.39, 384.52] with a bounding box of width 16.34 and height 41.10.
 At frame 462.0, person 33.0 is located at coordinates [170.89, 378.83] with a bounding box of width 21.10 and height 51.10.
 At frame 463.0, person 19.0 is located at coordinates [942.23, 374.11] with a bounding box of width 25.29 and height 66.57.
 At frame 463.0, person 20.0 is located at coordinates [927.86, 379.47] with a bounding box of width 22.18 and height 56.60.
 At frame 463.0, person 21.0 is located at coordinates [968.55, 375.49] with a bounding box of width 25.95 and height 64.99.
 At frame 463.0, person 22.0 is located at coordinates [872.42, 383.64] with a bounding box of width 18.40 and height 48.31.
 At frame 463.0, person 24.0 is located at coordinates [1058.27, 374.87] with a bounding box of width 26.98 and height 73.83.
 At frame 463.0, person 26.0 is located at coordinates [1078.28, 380.33] with a bounding box of width 24.52 and height 67.46.
 At frame 463.0, person 27.0 is located at coordinates [853.09, 384.17] with a bounding box of width 16.53 and height 41.72.
 At frame 463.0, person 29.0 is located at coordinates [836.52, 385.08] with a bounding box of width 16.63 and height 41.86.
 At frame 463.0, person 33.0 is located at coordinates [163.40, 379.00] with a bounding box of width 21.21 and height 51.18.
 At frame 464.0, person 19.0 is located at coordinates [942.07, 373.53] with a bounding box of width 24.67 and height 64.73.
 At frame 464.0, person 20.0 is located at coordinates [927.30, 377.88] with a bounding box of width 22.60 and height 57.73.
 At frame 464.0, person 21.0 is located at coordinates [967.77, 373.03] with a bounding box of width 26.72 and height 66.86.
 At frame 464.0, person 22.0 is located at coordinates [871.98, 382.04] with a bounding box of width 18.82 and height 49.42.
 At frame 464.0, person 24.0 is located at coordinates [1060.97, 375.08] with a bounding box of width 26.82 and height 73.17.
 At frame 464.0, person 26.0 is located at coordinates [1081.23, 380.50] with a bounding box of width 24.79 and height 67.82.
 At frame 464.0, person 27.0 is located at coordinates [852.47, 382.84] with a bounding box of width 16.62 and height 41.65.
 At frame 464.0, person 29.0 is located at coordinates [835.36, 383.77] with a bounding box of width 16.86 and height 42.52.
 At frame 464.0, person 33.0 is located at coordinates [159.31, 377.13] with a bounding box of width 21.40 and height 51.58.
 At frame 465.0, person 19.0 is located at coordinates [943.33, 373.31] with a bounding box of width 24.08 and height 63.20.
 At frame 465.0, person 20.0 is located at coordinates [928.66, 377.46] with a bounding box of width 22.62 and height 57.76.
 At frame 465.0, person 21.0 is located at coordinates [968.77, 372.27] with a bounding box of width 26.65 and height 66.79.
 At frame 465.0, person 22.0 is located at coordinates [872.56, 381.62] with a bounding box of width 18.98 and height 49.83.
 At frame 465.0, person 24.0 is located at coordinates [1064.67, 373.83] with a bounding box of width 27.37 and height 74.41.
 At frame 465.0, person 26.0 is located at coordinates [1084.37, 376.73] with a bounding box of width 26.85 and height 72.92.
 At frame 465.0, person 27.0 is located at coordinates [852.50, 382.34] with a bounding box of width 16.10 and height 40.44.
 At frame 465.0, person 29.0 is located at coordinates [835.63, 382.88] with a bounding box of width 17.05 and height 43.14.
 At frame 465.0, person 33.0 is located at coordinates [153.36, 376.82] with a bounding box of width 21.34 and height 51.33.
 At frame 466.0, person 19.0 is located at coordinates [944.79, 371.86] with a bounding box of width 24.99 and height 65.75.
 At frame 466.0, person 20.0 is located at coordinates [930.64, 376.16] with a bounding box of width 22.76 and height 58.52.
 At frame 466.0, person 21.0 is located at coordinates [970.13, 371.03] with a bounding box of width 26.96 and height 67.51.
 At frame 466.0, person 22.0 is located at coordinates [874.08, 380.70] with a bounding box of width 19.52 and height 51.12.
 At frame 466.0, person 24.0 is located at coordinates [1069.30, 372.40] with a bounding box of width 27.87 and height 75.62.
 At frame 466.0, person 26.0 is located at coordinates [1092.92, 375.68] with a bounding box of width 26.35 and height 72.21.
 At frame 466.0, person 27.0 is located at coordinates [852.31, 381.57] with a bounding box of width 16.28 and height 41.15.
 At frame 466.0, person 29.0 is located at coordinates [836.38, 381.58] with a bounding box of width 17.36 and height 44.14.
 At frame 466.0, person 33.0 is located at coordinates [146.50, 375.94] with a bounding box of width 21.78 and height 52.38.
 At frame 467.0, person 19.0 is located at coordinates [945.71, 371.14] with a bounding box of width 24.56 and height 64.75.
 At frame 467.0, person 20.0 is located at coordinates [931.47, 374.72] with a bounding box of width 22.59 and height 58.41.
 At frame 467.0, person 21.0 is located at coordinates [971.21, 370.19] with a bounding box of width 26.70 and height 66.60.
 At frame 467.0, person 22.0 is located at coordinates [874.32, 379.79] with a bounding box of width 19.62 and height 51.22.
 At frame 467.0, person 24.0 is located at coordinates [1072.26, 370.52] with a bounding box of width 28.56 and height 77.60.
 At frame 467.0, person 26.0 is located at coordinates [1097.45, 375.68] with a bounding box of width 25.98 and height 70.69.
 At frame 467.0, person 27.0 is located at coordinates [851.81, 381.10] with a bounding box of width 15.65 and height 39.85.
 At frame 467.0, person 29.0 is located at coordinates [836.70, 380.32] with a bounding box of width 17.42 and height 44.50.
 At frame 467.0, person 33.0 is located at coordinates [141.76, 375.81] with a bounding box of width 21.55 and height 51.99.
 At frame 468.0, person 19.0 is located at coordinates [947.04, 370.49] with a bounding box of width 24.71 and height 65.12.
 At frame 468.0, person 20.0 is located at coordinates [933.67, 372.63] with a bounding box of width 23.34 and height 60.66.
 At frame 468.0, person 21.0 is located at coordinates [973.97, 370.09] with a bounding box of width 26.50 and height 65.83.
 At frame 468.0, person 22.0 is located at coordinates [875.72, 379.06] with a bounding box of width 19.31 and height 50.07.
 At frame 468.0, person 24.0 is located at coordinates [1076.76, 369.43] with a bounding box of width 28.79 and height 77.94.
 At frame 468.0, person 26.0 is located at coordinates [1104.44, 375.89] with a bounding box of width 25.93 and height 70.44.
 At frame 468.0, person 27.0 is located at coordinates [853.23, 380.34] with a bounding box of width 15.34 and height 39.34.
 At frame 468.0, person 29.0 is located at coordinates [837.68, 379.08] with a bounding box of width 17.26 and height 44.24.
 At frame 468.0, person 33.0 is located at coordinates [135.98, 375.20] with a bounding box of width 21.72 and height 52.21.
 At frame 469.0, person 19.0 is located at coordinates [949.47, 369.87] with a bounding box of width 24.76 and height 64.86.
 At frame 469.0, person 20.0 is located at coordinates [937.07, 370.71] with a bounding box of width 24.55 and height 64.18.
 At frame 469.0, person 21.0 is located at coordinates [977.49, 369.29] with a bounding box of width 26.89 and height 67.08.
 At frame 469.0, person 22.0 is located at coordinates [877.90, 379.20] with a bounding box of width 19.00 and height 49.21.
 At frame 469.0, person 24.0 is located at coordinates [1084.22, 368.26] with a bounding box of width 29.51 and height 79.58.
 At frame 469.0, person 26.0 is located at coordinates [1107.19, 367.26] with a bounding box of width 29.30 and height 79.64.
 At frame 469.0, person 27.0 is located at coordinates [855.43, 379.28] with a bounding box of width 15.81 and height 40.73.
 At frame 469.0, person 29.0 is located at coordinates [839.11, 378.03] with a bounding box of width 17.40 and height 44.50.
 At frame 469.0, person 33.0 is located at coordinates [128.12, 375.37] with a bounding box of width 21.70 and height 51.88.
 At frame 470.0, person 19.0 is located at coordinates [951.00, 369.65] with a bounding box of width 25.86 and height 67.48.
 At frame 470.0, person 20.0 is located at coordinates [939.17, 369.98] with a bounding box of width 24.91 and height 65.14.
 At frame 470.0, person 21.0 is located at coordinates [978.88, 367.46] with a bounding box of width 27.60 and height 68.69.
 At frame 470.0, person 22.0 is located at coordinates [879.17, 378.09] with a bounding box of width 19.52 and height 50.44.
 At frame 470.0, person 24.0 is located at coordinates [1090.14, 368.22] with a bounding box of width 29.59 and height 79.02.
 At frame 470.0, person 26.0 is located at coordinates [1114.83, 372.23] with a bounding box of width 28.46 and height 76.73.
 At frame 470.0, person 27.0 is located at coordinates [856.58, 378.32] with a bounding box of width 16.07 and height 41.63.
 At frame 470.0, person 29.0 is located at coordinates [840.21, 377.27] with a bounding box of width 17.10 and height 43.81.
 At frame 470.0, person 33.0 is located at coordinates [121.10, 373.70] with a bounding box of width 22.57 and height 53.70.
 At frame 471.0, person 19.0 is located at coordinates [949.29, 367.46] with a bounding box of width 26.94 and height 70.37.
