At frame 0.0, person 1.0 is located at coordinates [775.07, 343.72] with a bounding box of width 14.21 and height 33.75.
 At frame 359.0, person 144.0 is located at coordinates [984.02, 340.47] with a bounding box of width 17.37 and height 46.90.
 At frame 359.0, person 123.0 is located at coordinates [1017.12, 334.39] with a bounding box of width 18.18 and height 49.54.
 At frame 359.0, person 146.0 is located at coordinates [916.04, 338.74] with a bounding box of width 17.88 and height 43.16.
 At frame 359.0, person 143.0 is located at coordinates [1079.17, 339.08] with a bounding box of width 25.20 and height 62.68.
 At frame 359.0, person 151.0 is located at coordinates [870.69, 335.54] with a bounding box of width 17.74 and height 43.16.
 At frame 359.0, person 149.0 is located at coordinates [1105.96, 335.74] with a bounding box of width 26.91 and height 65.10.
 At frame 359.0, person 154.0 is located at coordinates [1025.96, 334.47] with a bounding box of width 24.42 and height 63.48.
 At frame 359.0, person 155.0 is located at coordinates [810.88, 339.32] with a bounding box of width 13.42 and height 34.07.
 At frame 359.0, person 156.0 is located at coordinates [1200.24, 334.13] with a bounding box of width 40.72 and height 127.44.
 At frame 359.0, person 157.0 is located at coordinates [972.18, 337.50] with a bounding box of width 13.86 and height 35.76.
 At frame 360.0, person 124.0 is located at coordinates [1160.64, 339.42] with a bounding box of width 43.23 and height 125.16.
 At frame 360.0, person 142.0 is located at coordinates [1004.08, 333.43] with a bounding box of width 22.56 and height 58.63.
 At frame 360.0, person 144.0 is located at coordinates [988.61, 341.71] with a bounding box of width 17.46 and height 47.03.
 At frame 360.0, person 123.0 is located at coordinates [1020.65, 333.83] with a bounding box of width 19.16 and height 52.08.
 At frame 360.0, person 146.0 is located at coordinates [919.03, 337.76] with a bounding box of width 18.46 and height 44.49.
 At frame 360.0, person 143.0 is located at coordinates [1085.91, 338.66] with a bounding box of width 26.30 and height 64.94.
 At frame 360.0, person 151.0 is located at coordinates [871.36, 335.89] with a bounding box of width 18.57 and height 45.33.
 At frame 360.0, person 149.0 is located at coordinates [1113.65, 335.58] with a bounding box of width 27.48 and height 66.26.
 At frame 360.0, person 154.0 is located at coordinates [1031.26, 334.24] with a bounding box of width 24.62 and height 63.79.
 At frame 360.0, person 155.0 is located at coordinates [812.07, 339.87] with a bounding box of width 12.32 and height 31.18.
 At frame 360.0, person 156.0 is located at coordinates [1216.69, 340.38] with a bounding box of width 40.10 and height 124.54.
 At frame 360.0, person 157.0 is located at coordinates [974.60, 337.73] with a bounding box of width 13.97 and height 36.04.
 At frame 360.0, person 148.0 is located at coordinates [1056.25, 335.65] with a bounding box of width 24.42 and height 64.29.
 At frame 361.0, person 142.0 is located at coordinates [1008.50, 332.96] with a bounding box of width 22.88 and height 59.59.
 At frame 361.0, person 144.0 is located at coordinates [992.09, 342.57] with a bounding box of width 17.63 and height 47.44.
 At frame 361.0, person 123.0 is located at coordinates [1025.54, 334.37] with a bounding box of width 19.11 and height 51.94.
 At frame 361.0, person 146.0 is located at coordinates [921.93, 337.38] with a bounding box of width 18.83 and height 45.37.
 At frame 361.0, person 143.0 is located at coordinates [1094.00, 339.07] with a bounding box of width 26.81 and height 65.79.
 At frame 361.0, person 149.0 is located at coordinates [1121.95, 335.32] with a bounding box of width 28.08 and height 67.06.
 At frame 361.0, person 154.0 is located at coordinates [1035.64, 334.62] with a bounding box of width 24.99 and height 64.23.
 At frame 361.0, person 155.0 is located at coordinates [811.80, 337.62] with a bounding box of width 13.22 and height 33.37.
 At frame 361.0, person 156.0 is located at coordinates [1232.42, 345.07] with a bounding box of width 39.63 and height 122.12.
 At frame 361.0, person 157.0 is located at coordinates [977.24, 338.96] with a bounding box of width 14.01 and height 36.13.
 At frame 361.0, person 148.0 is located at coordinates [1062.88, 333.93] with a bounding box of width 24.93 and height 65.31.
 At frame 361.0, person 134.0 is located at coordinates [1168.75, 334.17] with a bounding box of width 26.15 and height 67.91.
 At frame 361.0, person 121.0 is located at coordinates [1176.86, 329.98] with a bounding box of width 47.80 and height 136.80.
 At frame 362.0, person 142.0 is located at coordinates [1013.67, 333.17] with a bounding box of width 23.48 and height 61.48.
 At frame 362.0, person 144.0 is located at coordinates [996.13, 343.07] with a bounding box of width 18.18 and height 48.74.
 At frame 362.0, person 146.0 is located at coordinates [925.11, 338.39] with a bounding box of width 19.24 and height 46.46.
 At frame 362.0, person 143.0 is located at coordinates [1102.47, 339.61] with a bounding box of width 27.40 and height 67.62.
 At frame 362.0, person 149.0 is located at coordinates [1130.81, 338.10] with a bounding box of width 28.04 and height 66.17.
 At frame 362.0, person 154.0 is located at coordinates [1040.89, 335.80] with a bounding box of width 25.46 and height 65.16.
 At frame 362.0, person 155.0 is located at coordinates [811.81, 339.40] with a bounding box of width 13.30 and height 33.62.
 At frame 362.0, person 156.0 is located at coordinates [1248.47, 346.45] with a bounding box of width 40.69 and height 124.83.
 At frame 362.0, person 157.0 is located at coordinates [981.09, 340.22] with a bounding box of width 13.17 and height 33.93.
 At frame 362.0, person 148.0 is located at coordinates [1067.82, 334.31] with a bounding box of width 23.67 and height 62.18.
 At frame 362.0, person 134.0 is located at coordinates [1178.13, 334.21] with a bounding box of width 27.90 and height 70.94.
 At frame 362.0, person 121.0 is located at coordinates [1192.86, 336.09] with a bounding box of width 47.33 and height 135.50.
 At frame 362.0, person 112.0 is located at coordinates [1068.90, 331.31] with a bounding box of width 28.15 and height 79.34.
 At frame 363.0, person 142.0 is located at coordinates [1017.55, 334.41] with a bounding box of width 24.26 and height 64.10.
 At frame 363.0, person 144.0 is located at coordinates [999.72, 344.41] with a bounding box of width 18.66 and height 49.98.
 At frame 363.0, person 146.0 is located at coordinates [928.29, 339.16] with a bounding box of width 19.88 and height 48.02.
 At frame 363.0, person 143.0 is located at coordinates [1110.61, 339.82] with a bounding box of width 28.15 and height 69.44.
 At frame 363.0, person 149.0 is located at coordinates [1138.39, 338.79] with a bounding box of width 29.19 and height 67.73.
 At frame 363.0, person 154.0 is located at coordinates [1047.94, 337.65] with a bounding box of width 24.55 and height 62.67.
 At frame 363.0, person 155.0 is located at coordinates [812.60, 342.74] with a bounding box of width 11.70 and height 29.63.
 At frame 363.0, person 157.0 is located at coordinates [984.71, 341.48] with a bounding box of width 13.21 and height 34.09.
 At frame 363.0, person 148.0 is located at coordinates [1073.42, 334.03] with a bounding box of width 25.45 and height 67.29.
 At frame 363.0, person 134.0 is located at coordinates [1187.01, 333.27] with a bounding box of width 29.15 and height 73.89.
 At frame 363.0, person 121.0 is located at coordinates [1210.31, 344.49] with a bounding box of width 46.43 and height 132.30.
 At frame 363.0, person 112.0 is located at coordinates [1073.39, 333.50] with a bounding box of width 23.38 and height 65.82.
 At frame 363.0, person 123.0 is located at coordinates [1032.60, 337.20] with a bounding box of width 21.34 and height 58.57.
 At frame 364.0, person 142.0 is located at coordinates [1022.48, 334.88] with a bounding box of width 25.05 and height 66.99.
 At frame 364.0, person 144.0 is located at coordinates [1004.06, 344.52] with a bounding box of width 19.57 and height 52.36.
 At frame 364.0, person 146.0 is located at coordinates [931.78, 340.61] with a bounding box of width 20.01 and height 48.60.
 At frame 364.0, person 143.0 is located at coordinates [1119.15, 340.65] with a bounding box of width 28.69 and height 70.88.
 At frame 364.0, person 149.0 is located at coordinates [1147.50, 340.38] with a bounding box of width 29.82 and height 68.67.
 At frame 364.0, person 154.0 is located at coordinates [1054.24, 338.77] with a bounding box of width 24.43 and height 62.47.
 At frame 364.0, person 155.0 is located at coordinates [813.38, 344.01] with a bounding box of width 10.93 and height 27.71.
 At frame 364.0, person 157.0 is located at coordinates [987.49, 343.33] with a bounding box of width 14.05 and height 36.27.
 At frame 364.0, person 148.0 is located at coordinates [1080.21, 334.13] with a bounding box of width 24.89 and height 66.45.
 At frame 364.0, person 134.0 is located at coordinates [1195.66, 335.36] with a bounding box of width 28.72 and height 73.49.
 At frame 364.0, person 121.0 is located at coordinates [1234.42, 362.67] with a bounding box of width 41.63 and height 118.16.
 At frame 364.0, person 112.0 is located at coordinates [1077.71, 337.90] with a bounding box of width 19.03 and height 54.30.
 At frame 364.0, person 123.0 is located at coordinates [1038.22, 338.46] with a bounding box of width 19.88 and height 55.00.
 At frame 364.0, person 139.0 is located at coordinates [862.57, 343.95] with a bounding box of width 13.53 and height 34.39.
 At frame 365.0, person 142.0 is located at coordinates [1027.09, 335.45] with a bounding box of width 25.05 and height 67.34.
 At frame 365.0, person 144.0 is located at coordinates [1008.14, 344.75] with a bounding box of width 19.45 and height 52.12.
 At frame 365.0, person 146.0 is located at coordinates [935.37, 341.55] with a bounding box of width 19.98 and height 48.42.
 At frame 365.0, person 143.0 is located at coordinates [1127.42, 341.36] with a bounding box of width 29.21 and height 71.40.
 At frame 365.0, person 149.0 is located at coordinates [1156.59, 340.02] with a bounding box of width 30.70 and height 70.16.
 At frame 365.0, person 154.0 is located at coordinates [1059.66, 339.78] with a bounding box of width 24.94 and height 63.58.
 At frame 365.0, person 155.0 is located at coordinates [814.04, 344.40] with a bounding box of width 10.69 and height 27.11.
 At frame 365.0, person 157.0 is located at coordinates [988.05, 344.55] with a bounding box of width 16.60 and height 43.05.
 At frame 365.0, person 148.0 is located at coordinates [1086.76, 333.94] with a bounding box of width 25.65 and height 69.20.
 At frame 365.0, person 134.0 is located at coordinates [1205.85, 343.90] with a bounding box of width 25.61 and height 65.56.
 At frame 365.0, person 121.0 is located at coordinates [1253.22, 374.81] with a bounding box of width 38.82 and height 111.88.
 At frame 365.0, person 123.0 is located at coordinates [1043.57, 339.14] with a bounding box of width 18.86 and height 52.36.
 At frame 365.0, person 139.0 is located at coordinates [863.60, 344.31] with a bounding box of width 12.79 and height 32.21.
 At frame 366.0, person 142.0 is located at coordinates [1032.03, 335.29] with a bounding box of width 25.32 and height 68.19.
 At frame 366.0, person 144.0 is located at coordinates [1011.77, 344.43] with a bounding box of width 19.62 and height 52.75.
 At frame 366.0, person 146.0 is located at coordinates [938.49, 341.52] with a bounding box of width 20.10 and height 48.71.
 At frame 366.0, person 143.0 is located at coordinates [1137.52, 342.01] with a bounding box of width 28.95 and height 70.79.
 At frame 366.0, person 149.0 is located at coordinates [1166.35, 340.06] with a bounding box of width 31.05 and height 70.70.
 At frame 366.0, person 154.0 is located at coordinates [1064.19, 339.16] with a bounding box of width 25.99 and height 66.34.
 At frame 366.0, person 155.0 is located at coordinates [814.37, 344.72] with a bounding box of width 12.03 and height 30.68.
