At frame 0.0, person 1.0 is located at coordinates [831.32, 311.15] with a bounding box of width 76.97 and height 151.58.
 At frame 834.0, person 64.0 is located at coordinates [1219.27, 340.92] with a bounding box of width 33.85 and height 77.52.
 At frame 834.0, person 65.0 is located at coordinates [766.32, 364.59] with a bounding box of width 9.49 and height 25.66.
 At frame 834.0, person 63.0 is located at coordinates [882.71, 341.94] with a bounding box of width 18.71 and height 45.89.
 At frame 835.0, person 64.0 is located at coordinates [1230.77, 343.46] with a bounding box of width 33.79 and height 76.85.
 At frame 835.0, person 65.0 is located at coordinates [766.09, 364.41] with a bounding box of width 9.46 and height 25.56.
 At frame 835.0, person 63.0 is located at coordinates [883.87, 340.88] with a bounding box of width 20.76 and height 50.70.
 At frame 836.0, person 64.0 is located at coordinates [1239.47, 344.30] with a bounding box of width 33.93 and height 77.30.
 At frame 836.0, person 65.0 is located at coordinates [764.42, 363.52] with a bounding box of width 10.27 and height 27.53.
 At frame 836.0, person 63.0 is located at coordinates [883.63, 341.05] with a bounding box of width 22.09 and height 54.03.
 At frame 837.0, person 64.0 is located at coordinates [1249.18, 345.40] with a bounding box of width 34.51 and height 78.98.
 At frame 837.0, person 65.0 is located at coordinates [764.15, 363.00] with a bounding box of width 10.67 and height 28.62.
 At frame 837.0, person 63.0 is located at coordinates [884.92, 340.38] with a bounding box of width 24.27 and height 59.88.
 At frame 838.0, person 65.0 is located at coordinates [764.97, 363.37] with a bounding box of width 10.56 and height 28.27.
 At frame 838.0, person 63.0 is located at coordinates [889.53, 340.30] with a bounding box of width 24.26 and height 59.94.
 At frame 839.0, person 65.0 is located at coordinates [763.97, 361.55] with a bounding box of width 10.87 and height 28.88.
 At frame 839.0, person 63.0 is located at coordinates [890.70, 338.39] with a bounding box of width 24.08 and height 59.13.
 At frame 840.0, person 65.0 is located at coordinates [763.97, 360.68] with a bounding box of width 11.03 and height 29.10.
 At frame 840.0, person 63.0 is located at coordinates [893.54, 337.08] with a bounding box of width 25.23 and height 61.84.
 At frame 841.0, person 65.0 is located at coordinates [763.45, 358.41] with a bounding box of width 11.38 and height 29.95.
 At frame 841.0, person 63.0 is located at coordinates [895.39, 335.27] with a bounding box of width 26.34 and height 64.74.
 At frame 842.0, person 65.0 is located at coordinates [763.06, 357.36] with a bounding box of width 11.15 and height 29.11.
 At frame 842.0, person 63.0 is located at coordinates [896.96, 333.44] with a bounding box of width 27.99 and height 68.85.
 At frame 842.0, person 67.0 is located at coordinates [777.23, 356.03] with a bounding box of width 9.65 and height 25.93.
 At frame 843.0, person 65.0 is located at coordinates [762.91, 356.58] with a bounding box of width 11.10 and height 28.75.
 At frame 843.0, person 63.0 is located at coordinates [900.41, 332.55] with a bounding box of width 28.87 and height 71.19.
 At frame 843.0, person 67.0 is located at coordinates [778.21, 356.12] with a bounding box of width 9.68 and height 26.02.
 At frame 844.0, person 65.0 is located at coordinates [762.39, 355.53] with a bounding box of width 11.26 and height 29.00.
 At frame 844.0, person 63.0 is located at coordinates [901.92, 331.84] with a bounding box of width 30.33 and height 75.45.
 At frame 844.0, person 67.0 is located at coordinates [777.63, 354.55] with a bounding box of width 9.68 and height 26.06.
 At frame 845.0, person 65.0 is located at coordinates [762.45, 354.76] with a bounding box of width 11.60 and height 29.86.
 At frame 845.0, person 63.0 is located at coordinates [904.36, 331.58] with a bounding box of width 30.85 and height 77.09.
 At frame 845.0, person 67.0 is located at coordinates [777.24, 353.39] with a bounding box of width 10.03 and height 26.95.
 At frame 846.0, person 65.0 is located at coordinates [762.16, 353.33] with a bounding box of width 11.61 and height 29.80.
 At frame 846.0, person 63.0 is located at coordinates [907.63, 330.94] with a bounding box of width 30.84 and height 77.30.
 At frame 846.0, person 67.0 is located at coordinates [776.41, 351.77] with a bounding box of width 9.87 and height 26.40.
 At frame 847.0, person 65.0 is located at coordinates [761.66, 352.61] with a bounding box of width 11.62 and height 29.76.
 At frame 847.0, person 63.0 is located at coordinates [910.78, 330.15] with a bounding box of width 31.52 and height 79.22.
 At frame 848.0, person 65.0 is located at coordinates [761.41, 351.78] with a bounding box of width 11.77 and height 30.13.
 At frame 848.0, person 63.0 is located at coordinates [913.61, 329.29] with a bounding box of width 32.23 and height 81.43.
 At frame 849.0, person 65.0 is located at coordinates [761.72, 351.48] with a bounding box of width 11.82 and height 30.26.
 At frame 849.0, person 63.0 is located at coordinates [917.68, 328.22] with a bounding box of width 33.27 and height 84.13.
 At frame 850.0, person 65.0 is located at coordinates [761.90, 351.21] with a bounding box of width 11.73 and height 30.30.
 At frame 850.0, person 63.0 is located at coordinates [921.36, 327.44] with a bounding box of width 33.89 and height 85.90.
 At frame 851.0, person 65.0 is located at coordinates [762.01, 350.54] with a bounding box of width 11.64 and height 30.30.
 At frame 851.0, person 63.0 is located at coordinates [924.51, 325.84] with a bounding box of width 35.09 and height 89.56.
 At frame 852.0, person 65.0 is located at coordinates [761.97, 349.93] with a bounding box of width 11.79 and height 30.69.
 At frame 852.0, person 63.0 is located at coordinates [928.95, 324.67] with a bounding box of width 34.29 and height 87.93.
 At frame 853.0, person 65.0 is located at coordinates [761.96, 349.32] with a bounding box of width 11.84 and height 30.83.
 At frame 853.0, person 63.0 is located at coordinates [933.65, 323.08] with a bounding box of width 33.21 and height 85.24.
 At frame 854.0, person 65.0 is located at coordinates [762.02, 350.28] with a bounding box of width 11.73 and height 30.48.
 At frame 854.0, person 63.0 is located at coordinates [939.31, 322.71] with a bounding box of width 31.08 and height 79.46.
 At frame 855.0, person 65.0 is located at coordinates [761.98, 350.09] with a bounding box of width 11.83 and height 30.73.
 At frame 855.0, person 63.0 is located at coordinates [944.70, 321.82] with a bounding box of width 30.66 and height 77.58.
 At frame 856.0, person 65.0 is located at coordinates [761.91, 349.84] with a bounding box of width 11.99 and height 31.21.
 At frame 856.0, person 63.0 is located at coordinates [949.49, 321.32] with a bounding box of width 30.96 and height 78.07.
 At frame 857.0, person 65.0 is located at coordinates [761.71, 348.79] with a bounding box of width 12.40 and height 32.16.
 At frame 857.0, person 63.0 is located at coordinates [953.80, 320.19] with a bounding box of width 32.03 and height 80.59.
 At frame 858.0, person 65.0 is located at coordinates [761.11, 347.25] with a bounding box of width 12.84 and height 33.29.
 At frame 858.0, person 63.0 is located at coordinates [959.43, 319.21] with a bounding box of width 31.96 and height 80.36.
 At frame 859.0, person 65.0 is located at coordinates [761.21, 345.71] with a bounding box of width 13.13 and height 34.10.
 At frame 859.0, person 63.0 is located at coordinates [965.99, 317.69] with a bounding box of width 31.40 and height 78.69.
 At frame 860.0, person 65.0 is located at coordinates [761.06, 344.37] with a bounding box of width 12.85 and height 33.25.
 At frame 860.0, person 63.0 is located at coordinates [970.85, 315.98] with a bounding box of width 33.19 and height 82.75.
 At frame 861.0, person 65.0 is located at coordinates [761.32, 343.49] with a bounding box of width 12.88 and height 33.29.
 At frame 861.0, person 63.0 is located at coordinates [975.36, 314.21] with a bounding box of width 36.71 and height 92.30.
 At frame 862.0, person 65.0 is located at coordinates [761.55, 342.21] with a bounding box of width 12.65 and height 32.51.
 At frame 862.0, person 63.0 is located at coordinates [981.29, 312.99] with a bounding box of width 37.73 and height 95.55.
 At frame 862.0, person 71.0 is located at coordinates [777.82, 340.76] with a bounding box of width 12.03 and height 30.67.
 At frame 863.0, person 65.0 is located at coordinates [761.56, 340.19] with a bounding box of width 12.72 and height 32.60.
 At frame 863.0, person 63.0 is located at coordinates [988.70, 312.73] with a bounding box of width 38.33 and height 97.19.
 At frame 863.0, person 71.0 is located at coordinates [777.72, 339.39] with a bounding box of width 12.40 and height 31.67.
 At frame 864.0, person 65.0 is located at coordinates [762.34, 339.07] with a bounding box of width 12.76 and height 32.63.
 At frame 864.0, person 63.0 is located at coordinates [996.81, 309.63] with a bounding box of width 40.03 and height 101.57.
 At frame 864.0, person 71.0 is located at coordinates [778.68, 338.93] with a bounding box of width 12.35 and height 31.56.
 At frame 865.0, person 65.0 is located at coordinates [762.17, 338.49] with a bounding box of width 12.92 and height 33.02.
 At frame 865.0, person 63.0 is located at coordinates [1003.99, 308.08] with a bounding box of width 40.66 and height 103.60.
 At frame 865.0, person 71.0 is located at coordinates [778.84, 337.94] with a bounding box of width 12.63 and height 32.37.
 At frame 866.0, person 65.0 is located at coordinates [762.17, 338.69] with a bounding box of width 12.85 and height 32.78.
 At frame 866.0, person 63.0 is located at coordinates [1011.88, 306.56] with a bounding box of width 41.80 and height 106.99.
 At frame 866.0, person 71.0 is located at coordinates [778.79, 337.64] with a bounding box of width 12.90 and height 33.05.
 At frame 867.0, person 65.0 is located at coordinates [762.16, 338.22] with a bounding box of width 12.84 and height 32.68.
 At frame 867.0, person 63.0 is located at coordinates [1021.06, 302.98] with a bounding box of width 43.35 and height 111.28.
 At frame 867.0, person 71.0 is located at coordinates [779.51, 336.54] with a bounding box of width 13.14 and height 33.68.
 At frame 868.0, person 65.0 is located at coordinates [762.09, 337.88] with a bounding box of width 12.97 and height 33.03.
 At frame 868.0, person 63.0 is located at coordinates [1029.69, 301.80] with a bounding box of width 44.10 and height 113.28.
 At frame 868.0, person 71.0 is located at coordinates [779.36, 336.16] with a bounding box of width 13.21 and height 33.89.
 At frame 869.0, person 65.0 is located at coordinates [761.60, 336.99] with a bounding box of width 13.15 and height 33.54.
 At frame 869.0, person 63.0 is located at coordinates [1037.98, 298.54] with a bounding box of width 45.59 and height 117.02.
 At frame 869.0, person 71.0 is located at coordinates [779.29, 335.86] with a bounding box of width 13.23 and height 33.94.
 At frame 870.0, person 65.0 is located at coordinates [761.36, 336.49] with a bounding box of width 13.34 and height 34.12.
 At frame 870.0, person 63.0 is located at coordinates [1046.97, 295.80] with a bounding box of width 47.15 and height 121.06.
 At frame 870.0, person 71.0 is located at coordinates [779.59, 335.57] with a bounding box of width 13.36 and height 34.34.
 At frame 871.0, person 65.0 is located at coordinates [761.93, 336.13] with a bounding box of width 13.63 and height 34.73.
 At frame 871.0, person 63.0 is located at coordinates [1057.95, 291.94] with a bounding box of width 49.08 and height 125.97.
 At frame 871.0, person 71.0 is located at coordinates [780.31, 335.29] with a bounding box of width 13.74 and height 35.26.
 At frame 872.0, person 65.0 is located at coordinates [762.52, 335.05] with a bounding box of width 13.78 and height 35.33.
 At frame 872.0, person 63.0 is located at coordinates [1070.85, 287.84] with a bounding box of width 50.34 and height 130.08.
 At frame 872.0, person 71.0 is located at coordinates [780.43, 333.84] with a bounding box of width 14.17 and height 36.37.
